name;static_instructions;dynamic_instructions
extr_tenginemodulesngx_http_upstream_check_modulengx_http_upstream_check_module.c_ngx_http_upstream_check_mysql_init.c;15;15
extr_reactoshalhalx86mpapic.c_MpsIRQTrapFrameToTrapFrame.c;15;15
extr_netdatalibnetdataadaptive_resortable_list..inlined.h_simple_hash.c;9;460
extr_linuxdriversgpudrmdrm_fb_helper.c_pan_set.c;7;7
extr_reactosdllwin32comctl32listview.c_map_style_view.c;6;6
extr_FFmpeglibavutilfloat_dsp.c_vector_fmac_scalar_c.c;12;2046
extr_labenginecodegameg_items.c_Pickup_Holdable.c;14;14
extr_FFmpeglibavcodecimc.c_imc_adjust_bit_allocation.c;34;39
extr_linuxdriversgpudrmi915intel_panel.c_centre_vertically.c;30;30
extr_kphp-kdbcommonutf8_utils.h_get_char_utf8.c;14;14
extr_obs-studiolibobsgraphicsvec4.h_vec4_neg.c;5;5
extr_xhyvesrcpci_virtio_net_vmnet.c_pci_vtnet_ping_rxq.c;3;3
extr_hashcatsrcmodulesmodule_14800.c_module_init.c;90;90
extr_linuxdriverss390ciodevice_ops.c_ccw_device_set_options_mask.c;30;30
extr_anypixelfirmwarecontrollerThirdPartySPLsrcstm32f4xx_can.c_CAN_StructInit.c;17;17
extr_linuxdriversscsiisciport.c_sci_port_get_phys.c;8;8
extr_raspberry-pi-osexerciseslesson042rssrcprintf.c_ui2a.c;52;83
extr_php-srcextmbstringlibmbflfiltersmbfilter_cp5022x.c_mbfl_filt_ident_jis_ms.c;10;10
extr_linuxdriversstagingrtl8188euhalodm_rtl8188e.c_rtl88eu_dm_ant_sel_statistics.c;7;7
extr_xhyvesrcmptbl.c_mpt_compute_checksum.c;10;1282
extr_h2odepsmrubysrcdump.c_find_filename_index.c;12;1538
extr_linuxdrivershidhid-rmi.c_rmi_check_sanity.c;9;9
extr_linuxnetatmraw.c_atm_init_aal34.c;11;11
extr_linuxdriverscryptoqatqat_c3xxxadf_c3xxx_hw_data.c_adf_init_hw_data_c3xxx.c;69;69
extr_stbtestsprereleasestb_lib.h_stb_hash.c;12;463
extr_linuxdriversinfinibandhwmlx5odp.c_mlx5_odp_init_mr_cache_entry.c;5;5
extr_linuxdriversnetwirelessbroadcomb43legacymain.c_b43legacy_sprom_fixup.c;4;4
extr_linuxdriversnetethernetinteligbigb_ethtool.c_igb_get_rss_hash_opts.c;8;8
extr_linuxtoolsvirtiovringh_test.c_getrange_iov.c;12;12
extr_linuxdriversnethamradiohdlcdrv.c_do_kiss_params.c;7;7
extr_labq3map2q3map2brush.c_WindingIsHuge.c;12;12
extr_darwin-xnuosfmki386commpagecommpage.c_commpage_set_memory_pressure.c;8;8
extr_raspberry-pi-osexerciseslesson021evopensrcprintf.c_ui2a.c;52;83
extr_stbtools..stb.h_stb_prefix.c;12;12
extr_linuxdriversmediaplatformvsp1vsp1_brx.c_brx_enum_frame_size.c;5;5
extr_emscriptensystemliblibcmuslsrcnetworklookup_name.c_prefixmatch.c;15;15
extr_FFmpeglibavformatutils.c_av_find_program_from_stream.c;11;11
extr_stbtests..stb_c_lexer.h_stb__clex_pow.c;11;69
extr_linuxdriversinfinibandulpsrpib_srp.c_srp_connected_ch.c;8;8
extr_linuxdriversvideohdmi.c_hdmi_infoframe_checksum.c;10;1282
extr_php-srcexthashhash_sha.c_SHAEncode32.c;23;1223
extr_linuxdrivershwmonpwm-fan.c_pwm_fan_update_state.c;8;8
extr_stbtools..stb.h_stb_matchlen.c;9;9
extr_linuxdriversscsibfabfa_hw_ct.c_bfa_hwct_msix_ctrl_install.c;12;12
extr_linuxarchpowerpckernelhw_breakpoint.c_arch_bp_generic_fields.c;12;12
extr_linuxmmnobootmem.c_reset_node_managed_pages.c;6;6
extr_linuxnetsctpsm_statefuns.c_sctp_tietags_populate.c;18;18
extr_hashcatsrcmodulesmodule_19600.c_module_init.c;88;88
extr_kphp-kdbfriendfriend-data.c_tree_lookup.c;10;12
extr_linuxdriversttymxser.c_process_txrx_fifo.c;16;16
extr_FFmpeglibavcodectakdsp.c_decorrelate_ls.c;10;1536
extr_linuxlibstring.c_strreplace.c;9;460
extr_kphp-kdbcopyfastcopyfast-engine.c_choose_cluster.c;10;10
extr_hashcatsrcmodulesmodule_00022.c_module_init.c;86;86
extr_linuxfsnfsdnfs4state.c_check_backchannel_attrs.c;7;7
extr_gitrevision.c_mark_blob_uninteresting.c;9;9
extr_linuxdriversidesiimage.c_sil_sata_pre_reset.c;4;4
extr_linuxdriversusbmiscsisusbvgasisusb.c_sisusb_all_free.c;10;10
extr_linuxdriversttytty_baudrate.c_tty_termios_baud_rate.c;11;11
extr_linuxtoolsperfutilparse-events.c_parse_breakpoint_type.c;17;17
extr_darwin-xnubsdnetinetmptcp_subr.c_mptcp_reset_rexmit_state.c;10;10
extr_linuxdriversmediarcimg-irimg-ir-hw.c_img_ir_timing_preprocess.c;18;18
extr_radare2librasmarcharcgnuarc-opc.c_arc_opcode_lookup_suffix.c;13;13
extr_linuxdriversusbdwc2gadget.c_dwc2_gadget_get_desc_params.c;15;15
extr_linuxtoolstestingselftestsbpftest_btf.c_get_type_sec_size.c;11;11
extr_hashcatsrcmpsp.c_sp_exec.c;7;7
extr_linuxdriversbasepowertrace.c_hash_string.c;13;464
extr_linuxdriversiioadcat91-sama5d2_adc.c_at91_adc_adjust_val_osr.c;7;7
extr_h2odepsbrotlicdec.transform.h_ToUpperCase.c;9;9
extr_raspberry-pi-osexerciseslesson022evopensrcprintf.c_ui2a.c;52;83
extr_curlliburl.c_is_ASCII_name.c;10;16
extr_darwin-xnubsdkernkern_control.c_m_space.c;7;9
extr_darwin-xnubsdkernkpi_socket.c_sock_setupcalls_locked.c;24;24
extr_masscansrcrawsock.c_is_numeric_index.c;16;530
extr_darknetsrcstb_image_write.h_stbiw__zlib_bitrev.c;10;2044
extr_linuxdriversremoteprocremoteproc_core.c_rproc_get_by_child.c;5;5
extr_tenginesrchttpmodulesngx_http_ssi_filter_module.c_ngx_http_ssi_buffered.c;5;5
extr_linuxdriversvideofbdevmatroxg450_pll.c_g450_nextpll.c;23;23
extr_linuxfsreiserfsjournal.c_find_newer_jl_for_cn.c;7;7
extr_linuxnetphonetpep-gprs.c_gprs_setup.c;19;19
extr_linuxsoundsocintelbaytrailsst-baytrail-ipc.c_sst_byt_stream_buffer.c;13;13
extr_h2odepspicotlsdepscifrasrctestmodes.c_fill.c;8;1534
extr_hashcatsrcmodulesmodule_06700.c_module_init.c;88;88
extr_linuxdrivershidhid-sensor-hub.c_sensor_hub_report_fixup.c;5;5
extr_emscriptentestslzmalzmaLzmaEnc.c_CheckErrors.c;4;4
extr_linuxdriversnetwirelessathath10kwmi.c_ath10k_wmi_start_scan_init.c;23;23
extr_linuxdriversstaginggreybuspower_supply.c_get_psy_prop.c;9;9
extr_kphp-kdblogslogs-data.c_del_spaces.c;27;1374
extr_nodemcu-firmwareappmodulesstruct.c_correctbytes.c;15;1151
extr_linuxsamplesvfio-mdevmtty.c_mtty_get_irq_info.c;7;7
extr_emscriptensystemliblibcmuslsrcstringstrstr.c_twobyte_strstr.c;17;529
extr_linuxnetsunrpcxprt.c_xprt_reset_majortimeo.c;19;19
extr_emscriptentestsbox2dfreeglutfreeglut_structure.c_fgMenuByID.c;6;6
extr_FFmpeglibavformatdashdec.c_calc_next_seg_no_from_timelines.c;38;38
extr_darwin-xnubsdnetnecp.c_necp_trim_dots_and_stars.c;19;19
extr_twemproxysrchashkitnc_one_at_a_time.c_hash_one_at_a_time.c;18;2560
extr_darwin-xnubsdnetpf.c_pf_socket_lookup.c;11;11
extr_linuxdriversmediaplatformvim2m.c_find_format.c;13;13
extr_darwin-xnuosfmkkerntask_policy.c_task_clear_has_been_notified.c;7;7
extr_linuxdriversnetethernetinteliceice_controlq.c_ice_adminq_init_regs.c;33;33
extr_FFmpeglibavcodecvaapi_encode_vp8.c_vaapi_encode_vp8_init_sequence_params.c;18;18
extr_linuxdriversledsleds-ktd2692.c_ktd2692_init_flash_timeout.c;12;12
extr_linuxdriversgpudrmamddisplaydcdce110dce110_resource.c_dce110_validate_surface_sets.c;15;15
extr_linuxarchs390boot......driverss390charsclp.h_sclp_find_gds_subvector.c;4;4
extr_mpvsubsd_lavc.c_accepts_packet.c;37;37
extr_timescaledbsrctablespace.c_ts_tablespaces_contain.c;10;10
extr_rufussrcbadblocks.c_bb_u64_list_find.c;7;7
extr_linuxfsxfslibxfsxfs_format.h_xfs_sb_version_addattr2.c;5;5
extr_linuxdriversnetethernetmarvellmvneta.c_mvneta_rx_csum.c;8;8
extr_linuxdriversscsiscsi_error.c_scsi_eh_restore_cmnd.c;8;8
extr_mpvvideooutgpuvideo.c_gl_find_dr_buffer.c;9;9
extr_linuxdriversdmappc4xx..dmaengine.h_dma_cookie_assign.c;9;9
extr_linuxdriversnetethernetbroadcombnxtbnxt_tc.c_is_exactmatch.c;12;12
extr_linuxdriversusbimagemdc800.c_mdc800_isReady.c;10;10
extr_linuxdriversstaginggreybuspower_supply.c_next_interval.c;10;10
extr_linuxdriversnetfddiskfpfplustm.c_mac_clear_multicast.c;10;10
extr_anypixelfirmwarecontrollerThirdPartySPLsrcstm32f4xx_adc.c_ADC_StructInit.c;13;13
extr_linuxdriversnetethernethisiliconhns3hns3pfhclge_tm.c_hclge_tm_prio_tc_info_update.c;6;6
extr_hashcatsrcmodulesmodule_04300.c_module_init.c;86;86
extr_linuxdriversstagingrtl8712rtl871x_mlme.c_r8712_restruct_wmm_ie.c;14;16
extr_tenginesrccorengx_array.c_ngx_array_destroy.c;14;14
extr_linuxdriversnetethernetsunniu.c_niu_set_basic_features.c;7;7
extr_masscansrcrand-primegen.c_doit6.c;27;330
extr_reactoswin32ssuseruser32windowswinpos.c_mirror_rect.c;8;8
extr_labenginecodeq3_uiui_qmenu.c_ScrollList_Init.c;29;29
extr_tenginemodulesngx_http_tfs_modulengx_http_tfs_peer_connection.c_ngx_http_tfs_select_peer_v1.c;6;6
extr_darwin-xnuosfmkkerncoalition.c_task_coalition_ids.c;7;7
extr_obs-studiolibobsaudio-monitoringwin32....graphicsvec2.h_vec2_min.c;7;7
extr_linuxdriversmediausbcx231xxcx231xx-417.c_bb_buf_setup.c;12;12
extr_raspberry-pi-osexerciseslesson032H-4ND-Hsrcprintf.c_ui2a.c;52;83
extr_brotlicencentropy_encode.c_BrotliReverseBits.c;19;579
extr_h2odepspicotlsdepscifrasrccurve25519.naclref.c_add.c;15;287
extr_netdatacollectorschecks.plugin....daemon..libnetdatainlined.h_strncpyz.c;12;2046
extr_ccvlib3rdpartysqlite3sqlite3.c_sqlite3ExprCachePinRegister.c;9;9
extr_labenginecoderenderergl2tr_extramath.c_NextPowerOfTwo.c;7;39
extr_kphp-kdbsearchsearch-import-dump.c_make_tag.c;16;18
extr_linuxsoundpcictxfictresource.c_put_resource.c;16;3066
extr_linuxdriversnetethernetqlogicnetxennetxen_nic_ctx.c_netxen_check_template_checksum.c;8;8
extr_FFmpeglibavcodecopus_pvq.c_celt_haar1.c;30;455696
extr_reactosdllwin32itsslzx.c_LZXreset.c;24;24
extr_disquesrcendianconv.c_memrev64.c;12;12
extr_FFmpeglibavcodecg729dec.c_g729d_voice_decision.c;39;81
extr_tigsrcblame.c_blame_get_column_data.c;19;19
extr_FFmpeglibavfiltervf_deflicker.c_get_hm_factor.c;18;18
extr_linuxdriversisdni4lisdn_common.c_isdn_dc2minor.c;10;10
extr_linuxdriversmmccoremmc.c_mmc_select_card_type.c;29;29
extr_linuxsoundpcirme96.c_snd_rme96_convert_to_aes.c;21;21
extr_hashcatsrcmodulesmodule_11600.c_module_init.c;94;94
extr_FFmpeglibavcodecloco.c_loco_update_rice_param.c;8;8
extr_emscriptentestsfreetypesrcpfrpfrsbit.c_pfr_bitwriter_decode_rle1.c;29;29
extr_labenginecoderenderergl2tr_cmds.c_R_SetColorMode.c;23;23
extr_linuxdriversgpudrmamdamdgpuamdgpu_ring.h_amdgpu_ring_clear_ring.c;5;5
extr_h2odepshiredisread.c_seekNewline.c;24;1797
extr_linuxdriversgpudrmamddisplaydcdce110dce110_hw_sequencer.c_get_link_for_edp.c;9;9
extr_linuxdriversatasata_promise.h_pdc_pkt_footer.c;14;14
extr_linuxdriversnetethernetqualcommrmnetrmnet_vnd.c_rmnet_vnd_dellink.c;5;5
extr_php-srcextstandardmt_rand.c_php_mt_initialize.c;7;7
extr_reactosbootfreeldrfreeldrlibinifileparse.c_IniIsLineEmpty.c;10;10
extr_php-srcextmbstringlibmbflfiltersmbfilter_iso2022_jp_ms.c_mbfl_filt_ident_2022jpms.c;10;10
extr_linuxdriversgpudrmamddisplaydccoredc_resource.c_find_first_free_audio.c;15;15
extr_linuxdriversnetethernetfreescalefec_main.c_fec_enet_collect_events.c;17;17
extr_githashmap.c_memhash.c;11;1791
extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacphyphy_lcn.c_wlc_lcnphy_qdiv_roundup.c;21;2055
extr_labenginecodeclientcl_cin.c_CIN_SetExtents.c;5;5
extr_radare2librbinformatmdmpmdmp_pe.c_filter_import.c;12;12
extr_linuxdriversmediapciivtvivtv-yuv.c_ivtv_yuv_window_setup.c;174;174
extr_opensslcryptoececp_nistp224.c_flip_endian.c;13;2047
extr_hashcatsrcmodulesmodule_05700.c_module_init.c;86;86
extr_linuxdriversscsimvsasmv_sas.c_mvs_get_ncq_tag.c;16;16
extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libtis620.h_tis620_mbtowc.c;11;11
extr_linuxdriversstagingrtl8188euhalrtl8188e_rxdesc.c_process_link_qual.c;18;18
extr_netdatacollectorstc.plugin....daemon..libnetdatainlined.h_str2uint64_t.c;6;6
extr_linuxdriversgpudrmmediatekmtk_drm_ddp.c_mtk_ddp_sel_in.c;19;19
extr_darknetsrcutils.c_translate_array.c;11;1791
extr_linuxdriversmediausbpwcpwc-ctrl.c_pwc_get_fps_Nala.c;8;8
extr_FFmpeglibavcodecra144.c_ff_int_to_int16.c;4;4
extr_reactossdktoolswppppy.tab.c_cast_to_sll.c;6;6
extr_hashcatdepsLZMA-SDKCLzmaDec.c_LzmaProps_Decode.c;41;41
extr_reactossdklib3rdpartylibxml2xmlIO.c_xmlRegisterInputCallbacks.c;6;6
extr_linuxdriversgpudrmamddisplaydcdcedce_transform.c_dce_transform_construct.c;16;16
extr_linuxdriversusbgadgetfunctionu_audio.h_num_channels.c;9;60
extr_linuxdriversstagingrtl8188euhalphy.c_cal_bit_shift.c;6;6
extr_reactosbootfreeldrfreeldrlibinifileparse.c_IniGetSettingValueSize.c;21;538
extr_linuxarchx86eventsintelds.c_pebs_update_threshold.c;8;8
extr_linuxdriversstagingrtl8192uieee80211ieee80211_tx.c_ieee80211_qurey_ShortPreambleMode.c;7;7
extr_nginxsrccorengx_string.c_ngx_filename_cmp.c;22;22
extr_mongooseexamplesapi_serversqlite3.c_estLog.c;8;8
extr_linuxdriversnetethernetintelixgbeixgbe_dcb.c_ixgbe_dcb_unpack_prio.c;7;7
extr_reactosntoskrnlkdbgkdb_cli.c_memrchr.c;8;1024
extr_FFmpeglibavcodecintrax8dsp.c_spatial_compensation_2.c;22;656
extr_php-srcsapilitespeedlscriu.c_LSCRIU_Set_Global_Counter_Type.c;10;10
extr_micropythonportsteensycoremk20dx128.c__read.c;2;2
extr_linuxdriversvideofbdevmmpcore.c_path_check_status.c;10;10
extr_linuxdriversscsihptiop.c_iop_get_config_mvfrey.c;6;6
extr_linuxarchx86kvmsvm.c_copy_vmcb_control_area.c;17;17
extr_linuxdriversinfinibandcoreucm.c_ib_ucm_event_rep_get.c;11;11
extr_php-srcmainnetwork.c_sub_times.c;15;15
extr_libuvtest..srcstrscpy.c_uv__strscpy.c;15;2049
extr_linuxdriversnetethernetbroadcombnx2.c_bnx2_clear_ring_states.c;9;9
extr_linuxtoolsperfutilannotate.c_annotation__update_column_widths.c;14;14
extr_labenginecodeqcommonq_math.c_Q_log2.c;7;35
extr_gitbisect.c_sqrti.c;22;112
extr_tenginesrccorengx_string.c_ngx_atoof.c;18;18
extr_reactossdklib3rdpartyzlibcontribminizipiowin32.c_fill_win32_filefunc64W.c;16;16
extr_linuxdriversstagingrtl8723bshalhal_btcoex.c_halbtcoutsrc_GetWifiScanAPNum.c;7;7
extr_linuxsoundpciac97ac97_patch.c_patch_wolfson11.c;10;10
extr_SoftEtherVPNsrcMayaquaNetwork.c_SetTimeout.c;9;9
extr_The-Art-Of-Programming-By-Julyebookcodec6.4：回文判断.c_IsPalindrome.c;19;19
extr_reactosmodulesrosappsapplicationssysutilsutilspicemodulehercules.c_PrintGrafHercules.c;3;3
extr_linuxarchm68kq40config.c_q40_mem_console_write.c;3;3
extr_FFmpeglibavformatmov.c_tmcd_is_referenced.c;11;11
extr_linuxdriversgpiogpio-max732x.c_max732x_setup_gpio.c;25;25
extr_hashcatsrcmodulesmodule_13900.c_module_init.c;86;86
extr_radare2shlrtcctccpp.c_define_undef.c;6;6
extr_hashcatsrcmodulesmodule_19000.c_module_init.c;87;87
extr_linuxnetappletalkdev.c_ltalk_setup.c;16;16
extr_FFmpeglibswscaleswscale.c_lumRangeFromJpeg_c.c;12;2046
extr_linuxdriversmtdspi-norstm32-quadspi.c_stm32_qspi_set_framemode.c;19;19
extr_linuxdriversnetethernetmellanoxmlx5coreenport_buffer.c_update_xoff_threshold.c;18;18
extr_nginxsrchttpngx_http_parse.c_ngx_http_parse_uri.c;25;25
extr_linuxdriversinputrmi4rmi_driver.c_rmi_get_register_desc_item.c;9;9
extr_reactosdllwin32comctl32status.c_STATUSBAR_InternalHitTest.c;4;4
extr_hashcatsrcmodulesmodule_15200.c_module_init.c;88;88
extr_linuxsoundusbusx2yusb_stream.c_usb_stream_next_packet_size.c;7;7
extr_darwin-xnubsdkerntty_compat.c_ttcompatsetflags.c;106;106
extr_mongooseexamplesESP8266_RTOSusermongoose.c_mg_find_iface.c;14;14
extr_netdatacollectorsnfacct.plugin....libnetdatainlined.h_str2uint64_t.c;6;6
extr_linuxnetnetfilterxt_hashlimit.c_rateinfo_recalc.c;22;22
extr_hashcatdepsLZMA-SDKCXzDec.c_Xz_ReadVarInt.c;27;27
extr_linuxnetsunrpcauth_gssgss_mech_switch.c_mech_supports_pseudoflavor.c;10;10
extr_netdatacollectorsfreeipmi.plugin....libnetdatainlined.h_str2uint32_t.c;6;6
extr_anypixelfirmwarecontrollerThirdPartySPLsrcstm32f4xx_exti.c_EXTI_StructInit.c;9;9
extr_linuxdriversnetwirelessbroadcombrcm80211brcmutilutils.c_brcmu_pktq_mlen.c;6;6
extr_linuxscriptsbasicfixdep.c_strhash.c;11;1791
extr_linuxtoolsperfutilmem-events.c_c2c_add_stats.c;53;53
extr_hashcatsrcmodulesmodule_17600.c_module_init.c;87;87
extr_nuklearexamplestb_image.h_stbi__copyval.c;12;41
extr_linuxdriversinputmousealps.c_alps_decode_buttons_v3.c;24;24
extr_reactosdllwin32urlmonuri.c_apply_default_flags.c;22;22
extr_FFmpeglibswscaleutils.c_handle_xyz.c;7;7
extr_linuxdriversmediaplatformdavincidm644x_ccdc.c_ccdc_set_hw_if_params.c;8;8
extr_linuxdriversnetwirelessciscoairo.c_MoveWindow.c;10;10
extr_linuxdriversstagingmediadavinci_vpfedm365_resizer.c_resizer_configure_passthru.c;45;45
extr_linuxdriversnetethernethisiliconhns3hns3pfhclge_main.c_hclge_get_tx_buff_alloced.c;6;6
extr_linuxdriversgpudrmdrm_dp_mst_topology.c_drm_dp_encode_sideband_reply.c;10;10
extr_darwin-xnubsdkernkern_resource.c_set_thread_atime_policy.c;6;6
extr_obs-studiopluginswin-capturefunchook.c_hook_forward_chain.c;4;4
extr_linuxdriversgpudrmnouveaudispnv50head.c_nv50_head_atomic_check_dither.c;17;17
extr_reactosdriversfilesystemsbtrfszstdzstd_ldm.c_ZSTD_ldm_ipow.c;13;78
extr_linuxdriversiioadcstm32-adc.c_stm32_adc_of_xlate.c;9;9
extr_hashcatsrcmodulesmodule_12300.c_module_init.c;89;89
extr_opensslcryptoececp_nistp521.c_felem_reduce.c;28;28
extr_linuxdriversvideofbdevfb-puv3.c_unifb_pan_display.c;22;22
extr_linuxdriversmediai2ctw9910.c_tw9910_enum_mbus_code.c;5;5
extr_tenginesrccorengx_log.c_ngx_log_get_file_log.c;6;6
extr_linuxdriversisdni4lisdn_bsdcomp.c_bsd_stats.c;5;5
extr_linuxdriversmediaplatformexynos4-isfimc-m2m.c___set_frame_format.c;15;15
extr_gitmerge-recursive.c_reverse_commit_list.c;9;11
extr_reactosdriverssetupbluefont.c_LoadFont.c;24;52230
extr_skynet3rdlualstring.c_shrstr_allocpage.c;4;4
extr_nginxsrccorengx_log.c_ngx_log_get_file_log.c;6;6
extr_linuxdriversnetethernetmellanoxmlxswspectrum_router.c_mlxsw_sp_fib4_entry_offload_set.c;14;14
extr_FFmpeglibavformatdv.c_dv_extract_pack.c;11;11
extr_linuxdriversscsisym53c8xx_2sym_hipd.c_sym_lookup_chip_table.c;9;9
extr_linuxdriversscsimpt3sasmpt3sas_scsih.c__scsih_set_volume_handle_for_tr.c;13;13
extr_linuxarchmipsmmpgtable-32.c_pgd_init.c;5;5
extr_netdatalibnetdataeval..inlined.h_simple_hash.c;9;460
extr_darwin-xnubsdnetinet6ip6_id.c_pmod.c;21;135
extr_FFmpeglibavcodecvaapi_encode_vp9.c_vaapi_encode_vp9_init_sequence_params.c;20;20
extr_linuxnetwirelessutil.c_cfg80211_supported_cipher_suite.c;10;10
extr_php-srcextstandardbrowscap.c_browscap_get_minimum_length.c;8;8
extr_linuxdriversblockamiflop.c_dos_crc.c;12;2564
extr_linuxdriversnetethernetsamsungsxgbesxgbe_ethtool.c_sxgbe_get_rss_hash_opts.c;8;8
extr_linuxdriversmediai2cml86v7667.c_ml86v7667_enum_mbus_code.c;5;5
extr_linuxdriversinfinibandswrdmavtmcast.c_rvt_mcast_tree_empty.c;8;8
extr_mimikatzmodulessqlite3_omit.c_incrAggDepth.c;5;5
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_security.c_construct_mic_header2.c;41;150
extr_php-srcextmbstringlibmbflfiltersmbfilter_euc_jp.c_mbfl_filt_ident_eucjp.c;6;6
extr_linuxdriversmtdinftlmount.c_memcmpb.c;14;14
extr_linuxdriverscryptohifn_795x.c_hifn_next_signature.c;28;5872
extr_emscriptensystemliblibcmuslsrcmath__polevll.c___p1evll.c;13;1531
extr_linuxdriversnetethernetsunniu.c_niu_link_config_init.c;20;20
extr_radare2librbinformatdexdex.c_dex_uleb128_len.c;9;9
extr_linuxnetnetfilteripvsip_vs_est.c_ip_vs_read_estimator.c;21;21
extr_darwin-xnuosfmkipcipc_kmsg.c_ipc_kmsg_copyout_size.c;7;7
extr_micropythonportsteensycoremk20dx128.c__lseek.c;3;3
extr_linuxdriversstagingiioadcad7280a.c_ad7280_crc8_build_table.c;23;21255
extr_linuxdriversnetethernetbroadcombnx2xbnx2x_main.c_bnx2x_map_sb_state_machines.c;41;41
extr_linuxdriversi2cbussesi2c-meson.c_meson_i2c_add_token.c;11;11
extr_linuxdriversiiochemicalbme680_core.c_bme680_calc_heater_dur.c;12;14
extr_ccvlib3rdpartysqlite3sqlite3.c_hasColumn.c;11;1791
extr_wcdbandroidsqlciphersqlite3.c_whereLoopCheaperProperSubset.c;24;24
extr_reactosdlldirectxwined3dx9_36util.c_la_from_rgba.c;12;12
extr_netdataregistry..daemon..libnetdatainlined.h_simple_hash.c;9;460
extr_linuxdriversnetethernetmellanoxmlxswspectrum_router.c_mlxsw_sp_netdev_ipip_type.c;7;7
extr_linuxdriversgpudrmradeonni_dpm.c_ni_set_valid_flag.c;11;11
extr_linuxnetnetromnr_dev.c_nr_setup.c;14;14
extr_radare2librasmpasm_x86_nz.c_opffree.c;5;5
extr_linuxdriversgpudrmi915intel_pipe_crc.c_i8xx_pipe_crc_ctl_reg.c;10;10
extr_linuxdriversscsibfabfa_ioc.c_bfa_ioc_fwver_md5_check.c;9;9
extr_linuxdrivershidhid-sensor-hub.c_sensor_hub_fill_attr_info.c;12;12
extr_linuxdriversmtdubimisc.c_ubi_check_pattern.c;13;13
extr_php-srcextgdlibgdgd_transform.c_gdImageFlipHorizontal.c;7;7
extr_gitbuiltindiff-tree.c_diff_tree_tweak_rev.c;3;3
extr_linuxdriversinfinibandhwqibqib_iba7220.c_qib_7220_init_ctxt.c;14;14
extr_linuxscriptskconfignconf.gui.c_get_line_no.c;13;466
extr_linuxarchx86math-emufpu_tags.c_FPU_settag0.c;13;13
extr_mimikatzmodulessqlite3_omit.c_setRawDateNumber.c;6;6
extr_linuxdriversedacsb_edac.c_haswell_chan_hash.c;12;70
extr_redisdepshiredisread.c_seekNewline.c;24;1797
extr_linuxdriversnetethernetmellanoxmlx4en_rx.c_validate_loopback.c;10;10
extr_linuxdriversnetethernetbroadcombnx2xbnx2x_vfpf.c_bnx2x_vf_filters_contain.c;8;8
extr_linuxdriversgpudrmastast_fb.c_ast_fbdev_set_base.c;11;11
extr_hashcatsrcmodulesmodule_13712.c_module_init.c;94;94
extr_linuxdriversnetwirelessrealtekrtlwifirtl8192cphy_common.c__rtl92c_phy_calculate_bit_shift.c;6;6
extr_githashmap.c_memihash.c;15;2811
extr_reactosdllopenglmesaimage.c_gl_swap4.c;20;4594
extr_FFmpeglibavformattiertexseq.c_seq_probe.c;4;4
extr_reactosbootfreeldrfreeldrlibinifileparse.c_IniIsCommentLine.c;14;14
extr_FFmpeglibavformatmxfdec.c_find_body_sid_by_absolute_offset.c;11;11
extr_h2olibhttp1.c_contains_crlf_only.c;12;12
extr_linuxarchpowerpckvmbooke.c_set_sregs_arch206.c;5;5
extr_BGAQRCode-Androidzbarsrcmainjnizbarimage.c_zbar_image_set_crop.c;21;21
extr_linuxarcharmkernelbios32.c_pci_fixup_ide_bases.c;5;5
extr_radare2librasmpasm_x86_nz.c_opfsave.c;5;5
extr_linuxdriversstagingmostdim2hal.c_channel_service.c;15;15
extr_linuxdriversmdbcacherequest.c_bch_cached_dev_request_init.c;12;12
extr_emscriptentestslzmalzmaLzmaEnc.c_LzmaEnc_InitPriceTables.c;14;14
extr_mongooseexamplesESP8266_RTOSusermongoose.c_mg_dns_next_record.c;15;15
extr_reactosmodulesrosappsapplicationsnetdhcpdsrcutilsmacutils.c_maccpy.c;9;101
extr_linuxnetncsincsi-cmd.c_ncsi_calculate_checksum.c;13;1031
extr_h2ot00unitlibcommon........libcommonhttpclient.c_should_use_h2.c;25;25
extr_tenginesrchttpmodulesngx_http_slice_filter_module.c_ngx_http_slice_init.c;10;10
extr_linuxdriversgpudrmi915intel_panel.c_i965_scale_aspect.c;13;13
extr_php-srcsapilitespeedlsapilib.c_verifyHeader.c;6;6
extr_linuxdriversmediaplatformvicodecvicodec-codec.c_var_inter.c;13;645
extr_emscriptentestsnbody-javaxmlvm-number.c_simpleShiftLeftHighPrecision.c;57;5862
extr_opensslcryptoececp_nistp521.c_felem_scalar64.c;21;21
extr_linuxdriversmtdubiubi.h_ubi_find_fm_block.c;12;12
extr_linuxdriversvideofbdevsissis_main.c_sisfb_engine_init.c;8;8
extr_linuxdriversvideofbdevomapomapfb_main.c_set_color_mode.c;12;12
extr_linuxdriversstagingrtl8192uieee80211rtl819x_HTProc.c_HTUpdateDefaultSetting.c;13;13
extr_linuxnetphonetpep.c_pipe_negotiate_fc.c;15;2557
extr_radare2librbinpbin_dex.c_is_class_idx_in_code_classes.c;10;10
extr_linuxdriversmediausbgo7007go7007-driver.c_go7007_update_board.c;17;17
